"region","index","alpha_frac","gamma_frac","delta_frac","omicron_frac","other_frac"
"Greater Sacramento Region Health Officers",2022-01-18,0,0,0.0350877192982456,0.964912280701754,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-01-18,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-01-18,0,0,0.0136239782016349,0.986376021798365,0
"Southern California Health Officers",2022-01-18,0,0,0.00498707055781308,0.995012929442187,0
"California",2022-01-18,0,0,0.00739723132199091,0.992602768678009,0
"Association of Bay Area Health Officers (ABAHO)",2022-01-19,0,0,0.004374772147284,0.995625227852716,0
"Greater Sacramento Region Health Officers",2022-01-19,0,0,0.033203125,0.966796875,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-01-19,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-01-19,0,0,0.0144717800289436,0.985528219971057,0
"Southern California Health Officers",2022-01-19,0,0,0.0038961038961039,0.996103896103896,0
"California",2022-01-19,0,0,0.0064,0.9936,0
"Association of Bay Area Health Officers (ABAHO)",2022-01-20,0,0,0.00459770114942529,0.995402298850575,0
"Greater Sacramento Region Health Officers",2022-01-20,0,0,0.030241935483871,0.969758064516129,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-01-20,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-01-20,0,0,0.0144092219020173,0.985590778097983,0
"Southern California Health Officers",2022-01-20,0,0,0.00408239005381332,0.995917609946187,0
"California",2022-01-20,0,0,0.00640190972222222,0.993598090277778,0
"Association of Bay Area Health Officers (ABAHO)",2022-01-14,0,0,0.0136307311028501,0.98636926889715,0
"Greater Sacramento Region Health Officers",2022-01-14,0,0,0.0269865067466267,0.973013493253373,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-01-14,0,0,0.0303030303030303,0.96969696969697,0
"San Joaquin Valley Consortium (SJVC)",2022-01-14,0,0,0.0135869565217391,0.986413043478261,0
"Southern California Health Officers",2022-01-14,0,0,0.0130192188468692,0.986980781153131,0
"California",2022-01-14,0,0,0.0155451448040886,0.984454855195911,0
"Association of Bay Area Health Officers (ABAHO)",2022-01-15,0,0,0.00946215139442231,0.990537848605578,0
"Greater Sacramento Region Health Officers",2022-01-15,0,0,0.0317460317460317,0.968253968253968,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-01-15,0,0,0.0153846153846154,0.984615384615385,0
"San Joaquin Valley Consortium (SJVC)",2022-01-15,0,0,0.00915032679738562,0.990849673202614,0
"Southern California Health Officers",2022-01-15,0,0,0.0134660421545667,0.986533957845433,0
"California",2022-01-15,0,0,0.0135239567233385,0.986476043276662,0
"Association of Bay Area Health Officers (ABAHO)",2022-01-16,0,0,0.00811272416737831,0.991887275832622,0
"Greater Sacramento Region Health Officers",2022-01-16,0,0,0.0275974025974026,0.972402597402597,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-01-16,0,0,0.0192307692307692,0.980769230769231,0
"San Joaquin Valley Consortium (SJVC)",2022-01-16,0,0,0.0104302477183833,0.989569752281617,0
"Southern California Health Officers",2022-01-16,0,0,0.0116896918172157,0.988310308182784,0
"California",2022-01-16,0,0,0.011839547623255,0.988160452376745,0
"Association of Bay Area Health Officers (ABAHO)",2022-01-17,0,0,0.00534950071326676,0.994650499286733,0
"Greater Sacramento Region Health Officers",2022-01-17,0,0,0.0323159784560144,0.967684021543986,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-01-17,0,0,0,1,0
"San Joaquin Valley Consortium (SJVC)",2022-01-17,0,0,0.00432900432900433,0.995670995670996,0
"Southern California Health Officers",2022-01-17,0,0,0.0110608345902464,0.988939165409754,0
"California",2022-01-17,0,0,0.00953790494984378,0.990462095050156,0
"Association of Bay Area Health Officers (ABAHO)",2022-01-04,0,0,0.0412642669007902,0.95873573309921,0
"Greater Sacramento Region Health Officers",2022-01-04,0,0,0.142061281337047,0.857938718662953,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-01-04,0,0,0.138613861386139,0.861386138613861,0
"San Joaquin Valley Consortium (SJVC)",2022-01-04,0,0,0.106002554278416,0.893997445721584,0
"Southern California Health Officers",2022-01-04,0,0,0.0335372762293225,0.966462723770677,0
"California",2022-01-04,0,0,0.0491555331484749,0.950844466851525,0
"Association of Bay Area Health Officers (ABAHO)",2022-01-05,0,0,0.0357142857142857,0.964285714285714,0
"Greater Sacramento Region Health Officers",2022-01-05,0,0,0.128491620111732,0.871508379888268,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-01-05,0,0,0.0943396226415094,0.905660377358491,0
"San Joaquin Valley Consortium (SJVC)",2022-01-05,0,0,0.0859481582537517,0.914051841746248,0
"Southern California Health Officers",2022-01-05,0,0,0.031841034235097,0.968158965764903,0
"California",2022-01-05,0,0,0.0435462842242503,0.95645371577575,0
"Association of Bay Area Health Officers (ABAHO)",2022-01-06,0,0,0.0295154185022026,0.970484581497797,0
"Greater Sacramento Region Health Officers",2022-01-06,0,0,0.0987951807228916,0.901204819277108,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-01-06,0,0,0.114942528735632,0.885057471264368,0
"San Joaquin Valley Consortium (SJVC)",2022-01-06,0,0,0.0677966101694915,0.932203389830508,0
"Southern California Health Officers",2022-01-06,0,0,0.0268832259871185,0.973116774012882,0
"California",2022-01-06,0,0,0.0374120956399437,0.962587904360056,0
"Association of Bay Area Health Officers (ABAHO)",2022-01-07,0,0,0.0240653201547056,0.975934679845294,0
"Greater Sacramento Region Health Officers",2022-01-07,0,0,0.0627240143369176,0.937275985663083,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-01-07,0,0,0.0919540229885057,0.908045977011494,0
"San Joaquin Valley Consortium (SJVC)",2022-01-07,0,0,0.0600706713780919,0.939929328621908,0
"Southern California Health Officers",2022-01-07,0,0,0.0260844910688971,0.973915508931103,0
"California",2022-01-07,0,0,0.032934131736527,0.967065868263473,0
"Association of Bay Area Health Officers (ABAHO)",2022-01-08,0,0,0.0222129086336966,0.977787091366304,0
"Greater Sacramento Region Health Officers",2022-01-08,0,0,0.0535168195718654,0.946483180428135,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-01-08,0,0,0.102272727272727,0.897727272727273,0
"San Joaquin Valley Consortium (SJVC)",2022-01-08,0,0,0.0586124401913876,0.941387559808612,0
"Southern California Health Officers",2022-01-08,0,0,0.0250948351327692,0.974905164867231,0
"California",2022-01-08,0,0,0.0313895278040861,0.968610472195914,0
"Association of Bay Area Health Officers (ABAHO)",2022-01-09,0,0,0.0198500220555801,0.98014997794442,0
"Greater Sacramento Region Health Officers",2022-01-09,0,0,0.0543318649045521,0.945668135095448,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-01-09,0,0,0.0909090909090909,0.909090909090909,0
"San Joaquin Valley Consortium (SJVC)",2022-01-09,0,0,0.0583333333333333,0.941666666666667,0
"Southern California Health Officers",2022-01-09,0,0,0.0253856041131105,0.97461439588689,0
"California",2022-01-09,0,0,0.0312901843120446,0.968709815687955,0
"Association of Bay Area Health Officers (ABAHO)",2022-01-10,0,0,0.0183397683397683,0.981660231660232,0
"Greater Sacramento Region Health Officers",2022-01-10,0,0,0.0352609308885755,0.964739069111425,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-01-10,0,0,0.0769230769230769,0.923076923076923,0
"San Joaquin Valley Consortium (SJVC)",2022-01-10,0,0,0.0353107344632768,0.964689265536723,0
"Southern California Health Officers",2022-01-10,0,0,0.0274163568773234,0.972583643122677,0
"California",2022-01-10,0,0,0.0267529288337122,0.973247071166288,0
"Association of Bay Area Health Officers (ABAHO)",2022-01-11,0,0,0.020702634880803,0.979297365119197,0
"Greater Sacramento Region Health Officers",2022-01-11,0,0,0.0253485424588086,0.974651457541191,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-01-11,0,0,0.0694444444444445,0.930555555555556,0
"San Joaquin Valley Consortium (SJVC)",2022-01-11,0,0,0.025,0.975,0
"Southern California Health Officers",2022-01-11,0,0,0.0248756218905473,0.975124378109453,0
"California",2022-01-11,0,0,0.0242398469062301,0.97576015309377,0
"Association of Bay Area Health Officers (ABAHO)",2022-01-12,0,0,0.0169172932330827,0.983082706766917,0
"Greater Sacramento Region Health Officers",2022-01-12,0,0,0.02203182374541,0.97796817625459,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-01-12,0,0,0.0757575757575758,0.924242424242424,0
"San Joaquin Valley Consortium (SJVC)",2022-01-12,0,0,0.0181268882175227,0.981873111782477,0
"Southern California Health Officers",2022-01-12,0,0,0.0185778347213325,0.981422165278668,0
"California",2022-01-12,0,0,0.0193534666099532,0.980646533390047,0
"Association of Bay Area Health Officers (ABAHO)",2022-01-13,0,0,0.016109785202864,0.983890214797136,0
"Greater Sacramento Region Health Officers",2022-01-13,0,0,0.0246753246753247,0.975324675324675,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-01-13,0,0,0.0285714285714286,0.971428571428571,0
"San Joaquin Valley Consortium (SJVC)",2022-01-13,0,0,0.0175718849840256,0.982428115015975,0
"Southern California Health Officers",2022-01-13,0,0,0.0148849797023004,0.9851150202977,0
"California",2022-01-13,0,0,0.0175324675324675,0.982467532467533,0
"Association of Bay Area Health Officers (ABAHO)",2021-12-27,0,0,0.118754055807917,0.881245944192083,0
"Greater Sacramento Region Health Officers",2021-12-27,0,0,0.29723991507431,0.70276008492569,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-12-27,0,0,0.555555555555556,0.444444444444444,0
"San Joaquin Valley Consortium (SJVC)",2021-12-27,0,0,0.410989010989011,0.589010989010989,0
"Southern California Health Officers",2021-12-27,0,0,0.165677904789466,0.834322095210534,0
"California",2021-12-27,0,0,0.169919737322145,0.830080262677855,0
"Association of Bay Area Health Officers (ABAHO)",2021-12-28,0,0,0.103602058319039,0.896397941680961,0
"Greater Sacramento Region Health Officers",2021-12-28,0,0,0.248953974895398,0.751046025104603,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-12-28,0,0,0.472222222222222,0.527777777777778,0
"San Joaquin Valley Consortium (SJVC)",2021-12-28,0,0,0.324675324675325,0.675324675324675,0
"Southern California Health Officers",2021-12-28,0,0,0.129145970197084,0.870854029802916,0
"California",2021-12-28,0,0,0.13758389261745,0.86241610738255,0
"Association of Bay Area Health Officers (ABAHO)",2021-12-29,0,0,0.0963552576455802,0.90364474235442,0
"Greater Sacramento Region Health Officers",2021-12-29,0,0,0.214814814814815,0.785185185185185,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-12-29,0,0,0.551724137931035,0.448275862068966,0
"San Joaquin Valley Consortium (SJVC)",2021-12-29,0,0,0.238658777120316,0.761341222879684,0
"Southern California Health Officers",2021-12-29,0,0,0.0980237154150198,0.90197628458498,0
"California",2021-12-29,0,0,0.113257033857892,0.886742966142108,0
"Association of Bay Area Health Officers (ABAHO)",2021-12-30,0,0,0.0863802559414991,0.913619744058501,0
"Greater Sacramento Region Health Officers",2021-12-30,0,0,0.179906542056075,0.820093457943925,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-12-30,0,0,0.270833333333333,0.729166666666667,0
"San Joaquin Valley Consortium (SJVC)",2021-12-30,0,0,0.202676864244742,0.797323135755258,0
"Southern California Health Officers",2021-12-30,0,0,0.0759130077964711,0.924086992203529,0
"California",2021-12-30,0,0,0.0936608361245503,0.90633916387545,0
"Association of Bay Area Health Officers (ABAHO)",2021-12-31,0,0,0.0793163891323401,0.92068361086766,0
"Greater Sacramento Region Health Officers",2021-12-31,0,0,0.190582959641256,0.809417040358744,0
"Rural Association of Northern California Health Officers (RANCHO)",2021-12-31,0,0,0.25,0.75,0
"San Joaquin Valley Consortium (SJVC)",2021-12-31,0,0,0.192236598890943,0.807763401109057,0
"Southern California Health Officers",2021-12-31,0,0,0.072289156626506,0.927710843373494,0
"California",2021-12-31,0,0,0.0895072882785207,0.910492711721479,0
"Association of Bay Area Health Officers (ABAHO)",2022-01-01,0,0,0.0790936297563061,0.920906370243694,0
"Greater Sacramento Region Health Officers",2022-01-01,0,0,0.18859649122807,0.81140350877193,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-01-01,0,0,0.25,0.75,0
"San Joaquin Valley Consortium (SJVC)",2022-01-01,0,0,0.18848167539267,0.81151832460733,0
"Southern California Health Officers",2022-01-01,0,0,0.0705165979178943,0.929483402082106,0
"California",2022-01-01,0,0,0.0882387498531312,0.911761250146869,0
"Association of Bay Area Health Officers (ABAHO)",2022-01-02,0,0,0.0727620871230254,0.927237912876975,0
"Greater Sacramento Region Health Officers",2022-01-02,0,0,0.17910447761194,0.82089552238806,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-01-02,0,0,0.208333333333333,0.791666666666667,0
"San Joaquin Valley Consortium (SJVC)",2022-01-02,0,0,0.16819012797075,0.831809872029251,0
"Southern California Health Officers",2022-01-02,0,0,0.0669077757685353,0.933092224231465,0
"California",2022-01-02,0,0,0.0809154577288645,0.919084542271136,0
"Association of Bay Area Health Officers (ABAHO)",2022-01-03,0,0,0.0591954022988506,0.940804597701149,0
"Greater Sacramento Region Health Officers",2022-01-03,0,0,0.147492625368732,0.852507374631269,0
"Rural Association of Northern California Health Officers (RANCHO)",2022-01-03,0,0,0.147727272727273,0.852272727272727,0
"San Joaquin Valley Consortium (SJVC)",2022-01-03,0,0,0.124137931034483,0.875862068965517,0
"Southern California Health Officers",2022-01-03,0,0,0.0403334835511492,0.959666516448851,0
"California",2022-01-03,0,0,0.0580375782881002,0.9419624217119,0
"Association of Bay Area Health Officers (ABAHO)",2021-01-03,0,0,0,0,1
"Greater Sacramento Region Health Officers",2021-01-03,0,0,0,0,1
"Rural Association of Northern California Health Officers (RANCHO)",2021-01-03,0,0,0,0,1
"San Joaquin Valley Consortium (SJVC)",2021-01-03,0,0,0,0,1
"Southern California Health Officers",2021-01-03,0.116402116402116,0.00264550264550265,0.0105820105820106,0.0132275132275132,0.857142857142857
"California",2021-01-03,0.0763888888888889,0.00173611111111111,0.00694444444444444,0.00868055555555556,0.90625
"Association of Bay Area Health Officers (ABAHO)",2021-01-04,0,0,0,0,1
"Greater Sacramento Region Health Officers",2021-01-04,0,0,0,0,1
"Rural Association of Northern California Health Officers (RANCHO)",2021-01-04,0,0,0,0,1
"San Joaquin Valley Consortium (SJVC)",2021-01-04,0,0,0,0,1
"Southern California Health Officers",2021-01-04,0.054320987654321,0.00123456790123457,0.0111111111111111,0.00617283950617284,0.92716049382716
"California",2021-01-04,0.0363036303630363,0.000825082508250825,0.00742574257425743,0.00412541254125413,0.951320132013201
"Association of Bay Area Health Officers (ABAHO)",2021-01-05,0,0,0,0,1
"Greater Sacramento Region Health Officers",2021-01-05,0,0,0,0,1
"Rural Association of Northern California Health Officers (RANCHO)",2021-01-05,0,0,0,0,1
"San Joaquin Valley Consortium (SJVC)",2021-01-05,0,0,0,0,1
"Southern California Health Officers",2021-01-05,0.0496894409937888,0.0010351966873706,0.0082815734989648,0.005175983436853,0.935817805383023
"California",2021-01-05,0.0346070656092286,0.000720980533525595,0.00576784426820476,0.00360490266762797,0.955299206921413
"Association of Bay Area Health Officers (ABAHO)",2021-01-06,0,0,0,0,1
"Greater Sacramento Region Health Officers",2021-01-06,0,0,0,0,1
"Rural Association of Northern California Health Officers (RANCHO)",2021-01-06,0,0,0,0,1
"San Joaquin Valley Consortium (SJVC)",2021-01-06,0,0,0,0,1
"Southern California Health Officers",2021-01-06,0.0387387387387387,0.000900900900900901,0.00900900900900901,0.00540540540540541,0.945945945945946
"California",2021-01-06,0.0280130293159609,0.000651465798045603,0.00651465798045603,0.00390879478827362,0.960912052117264
"Association of Bay Area Health Officers (ABAHO)",2021-01-07,0,0,0,0,1
"Greater Sacramento Region Health Officers",2021-01-07,0,0,0,0,1
"Rural Association of Northern California Health Officers (RANCHO)",2021-01-07,0,0,0,0,1
"San Joaquin Valley Consortium (SJVC)",2021-01-07,0,0,0,0,1
"Southern California Health Officers",2021-01-07,0.0407348242811502,0.000798722044728434,0.00798722044728434,0.00559105431309904,0.944888178913738
"California",2021-01-07,0.0304477611940299,0.000597014925373134,0.00597014925373134,0.00417910447761194,0.958805970149254
"Association of Bay Area Health Officers (ABAHO)",2021-01-08,0,0,0,0,1
